cluster_id,text,suggested_label,target,reason,self_consistency,fact_match,misweighted,hallucinated_context
d0dc80a513b1_s007,AGW1590 showed expected baseline numbers with 765 web requests and 12 logon events across 5 active days in week 2011-W10.,Grounded,1.0,"All numerical values mentioned in the sentence (765 web requests, 12 logon events, 5 active days) perfectly match the facts provided in F006, F005, and F008 without any incorrect causal relationships.",0.2,0.8,1.0,1.0
93da7a48ffbf_s002,The recorded 54 visits to job-search sites clearly exceed CRL3842's recent typical baseline of 9.50 visits and the peer typical value of 3 visits across 80 peers in the same role.,Not Grounded,0.0,"The sentence references a baseline of 9.50 visits, a peer typical value of 3 visits, and a peer group of 80 peers, none of which are present in the provided facts.",0.9,0.8333333333333334,0.0,1.0
b47f191ef875_s005,"DGE3194 showed unexceptional behavior during week 2010-W24 by visiting 47 distinct web domains, utilizing 1 workstation, and registering 0 visits to leak-publication sites.",Grounded,1.0,"All numerical facts mentioned in the sentence perfectly match the provided context facts (47 distinct web domains, 1 workstation, and 0 visits to leak-publication sites), with no unwarranted causal claims.",0.2,1.0,1.0,0.0
1015bc80643f_s022,The recorded 17 job-search site visits by user AMJ2374 suggest personal employment research during normal working hours.,Grounded,1.0,"The numeric claim of 17 visits to job-search sites accurately matches fact F001, and there are no false causal attributions.",0.1,1.0,0.0,1.0
a6961bf97cf5_s005,BFD1111 had an earliest logon hour of 7 and a latest logon hour of 7 during 3 days with recorded activity in week 2010-W47.,Grounded,1.0,"All facts stated in the sentence (earliest logon hour of 7, latest logon hour of 7, and 3 days with recorded activity) perfectly match the values given in the context facts.",0.2,0.8,1.0,0.0
2b8df43a48ec_s001,"During week 2010-W26, BNT0663 accumulated 33 visits to job-search sites, which triggered rule R4 for atypical browsing.",Not Grounded,0.0,"The sentence claims that the activity triggered 'rule R4 for atypical browsing', which is completely absent from the provided facts.",0.8,0.75,0.0,0.0
d36dac96c020_s007,"The 60 job-search site visits by BXK2091 are the primary driver for this review, suggesting BXK2091 may be actively seeking employment outside the organization.",Grounded,1.0,"The claim of 60 job-search site visits matches the evidence fact F001 perfectly, and no unsupported causal links or ungrounded facts are present.",0.1,1.0,0.0,0.0
087e131a2fc1_s002,The 11 visits to job-search sites by BCZ1345 also clearly exceeded the typical count of 1 visit observed across 255 peers in the same role.,Not Grounded,0.0,"The sentence introduces ungrounded numerical claims and external comparisons, specifically referencing a typical count of 1 visit across 255 peers, which are not present in the provided facts.",0.9,1.0,0.0,1.0
86f8d09edd1d_s015,"Ancillary data indicates DCW2405 had 6 days with recorded activity, 12 logon events between hour 8 and hour 14, and 0 removable device connections during week 2010-W23.",Grounded,1.0,All numerical values and facts presented in the sentence accurately reflect the provided context facts without any unsupported causal claims.,0.1,0.8571428571428571,0.0,0.0
12132ca666ca_s009,This slight elevation to 570 web requests by AKK2125 is minor and likely reflects normal variation in weekly engineering tasks.,Grounded,1.0,The sentence accurately reports the 570 web requests matching fact F001 without hallucinating conflicting numbers or making invalid causal claims.,0.7,0.6666666666666666,0.0,1.0
6a036ddc14ee_s009,User ABS0677 also recorded 11 logon events across 5 active days with earliest logons at hour 7 and latest logons at hour 13.,Grounded,1.0,All numerical values and details in the sentence perfectly match the provided context facts without any ungrounded or causal claims.,0.1,0.8333333333333334,0.0,0.0
c3c5b71e5015_s012,"Although 9 file operations is above normal peer and personal baselines, 9 file operations is a small absolute number that suggests a minor variation in routine tasks for AHM0959.",Grounded,1.0,"The numeric claim of 9 file operations directly matches the evidence fact F001, and no unsupported causal links are made.",0.2,1.0,0.0,1.0
4e413fa8923c_s007,"CRJ3070 maintained standard baseline behavior elsewhere during week 2010-W39, including 0 visits to leak-publication sites, 2 visits to cloud-storage sites, and 65 distinct web domains visited across 5 active days on 1 workstation.",Grounded,1.0,"All stated numerical facts (0 visits to leak-publication sites, 2 visits to cloud-storage sites, 65 distinct web domains, 5 active days, and 1 workstation) accurately reflect the provided context facts with no causal violations.",0.1,1.0,0.0,1.0
485a4d7bb4a6_s005,AGS2462 exhibited normal general web usage during week 2010-W26 by accessing 80 distinct web domains compared to the historical baseline of 79.50 domains for AGS2462.,Not Grounded,0.0,"The sentence references a historical baseline of 79.50 domains, which is not present in the provided facts.",0.5,0.6666666666666666,1.0,1.0
b1d0d0685d1f_s002,The 20 visits to job-search sites by user CBA1023 stand out against user CBA1023's own typical history of 0 visits and the peer typical value of 2 visits across 80 peers.,Not Grounded,0.0,"The sentence introduces ungrounded numeric claims not found in the evidence or context facts, specifically 'typical history of 0 visits', 'peer typical value of 2 visits', and 'across 80 peers'.",1.0,1.0,0.0,1.0
9cbd44ce7f0d_s011,"Background activity for user BKM1155 showed 63 distinct web domains visited and 1 workstation used during week 2010-W30, which falls within standard ranges.",Grounded,1.0,The numeric facts in the sentence (63 distinct web domains visited and 1 workstation used) correctly match F004 and F005 without any unsupported causal claims.,0.1,1.0,0.0,0.0
fd006e6388a5_s018,The 18 visits to job-search sites by CAR0992 suggest active external employment seeking without indications of policy violations.,Grounded,1.0,"The numeric value of 18 visits to job-search sites matches fact F001 exactly, and the sentence does not make any ungrounded causal or numeric claims.",0.1,1.0,0.0,0.0
df9d02bf0669_s006,User CSB1660 performed 78 total file operations while working from 1 distinct workstation during week 2010-W33.,Grounded,1.0,"The claims that the user performed 78 total file operations and worked from 1 distinct workstation are fully supported by context facts F004 and F005, with no hallucinated numbers or invalid causal claims.",0.1,0.75,1.0,0.0
bc220a20a18b_s014,CKB0596 logged on 12 times across 5 days of activity on 2 distinct workstations without displaying anomalies in non-file behaviors.,Grounded,1.0,"All facts and numbers mentioned in the sentence (12 logons, 5 days of activity, 2 distinct workstations) accurately match the context facts F002, F006, and F005, and the non-file behaviors correspond to the context facts without false causal attributions.",0.2,1.0,0.0,0.0
f034dca95105_s007,"Because CAR0992 copying 11 files represents only a modest increase above baseline alongside regular workstation activity across 5 days, the security risk for CAR0992 appears low.",Grounded,1.0,"All numeric claims (11 files and 5 days) accurately match the facts (F001 and F006), and there are no causal violations attributing evidence anomalies incorrectly.",0.2,1.0,1.0,1.0
9f5ec2887614_s004,ADM0923 accessed 2 distinct workstations with logon hours ranging from hour 7 to hour 18 during week 2010-W27.,Grounded,1.0,"All numerical statements in the sentence match the provided facts: 2 distinct workstations (F005), earliest logon hour of 7 (F007), and latest logon hour of 18 (F008).",0.4,1.0,1.0,0.0
c2e9148bc550_s003,BCB0294 triggered rule R4 during week 2010-W34 by recording 56 visits to job-search websites.,Grounded,1.0,The sentence accurately reflects the evidence fact of 56 visits to job-search sites without hallucinating any values or misattributing causality to context facts.,0.7,0.5,0.0,0.0
0434f0d80ddf_s009,"User BLB1876 registered 18 removable device connections and used 2 distinct workstations over 6 days, demonstrating standard baseline activity alongside the web traffic.",Grounded,1.0,"All numerical claims (18 removable device connections, 2 distinct workstations, 6 days) match the facts perfectly, and there are no improper causal claims.",0.1,0.8,0.0,1.0
3f687565b65a_s006,"All other activity by CMM0764, including 1 file operation and 0 removable device connections across 7 active days, remained within CMM0764's usual ranges.",Grounded,1.0,"All facts and numbers mentioned in the sentence (1 file operation, 0 removable device connections, and 7 active days) perfectly match the provided context facts with no improper causal claims.",0.1,1.0,0.0,1.0
5b97ba5a5959_s002,"The 665 web requests made by CMM0764 represent a modest elevation above CMM0764's typical volume of 570 web requests, suggesting routine web-based software development activity rather than high-risk anomalous behavior.",Not Grounded,0.0,"The sentence references a 'typical volume of 570 web requests', which is a numeric claim not supported by any of the provided evidence or context facts.",1.0,1.0,0.0,1.0
9280d56b3eea_s023,ADH0975 may have visited job-search sites to research salary trends and compensation data for technicians.,Grounded,1.0,The sentence does not make any unsupported numerical claims or violate causal language rules.,0.1,1.0,0.0,0.0
e09ff307ad87_s023,The 570 web requests by ANC1950 could stem from non-standard technical research or online documentation lookups by ANC1950.,Grounded,1.0,The sentence correctly states the 570 web requests matching evidence fact F001 and does not misattribute causality to context facts.,0.4,0.75,0.0,0.0
3626d455767f_s016,"All other activities for CAR0992 were standard, including CAR0992 generating 715 web requests and working across 5 days.",Grounded,1.0,"The numbers in the sentence match the provided context facts (715 web requests and 5 days with recorded activity), and there are no incorrect causal assertions or unsupported claims.",0.1,0.6666666666666666,0.0,0.0
7d103205474a_s017,"Other weekly metrics for AGW1590 remained unexceptional, including 11 logon events, 765 web requests, and 6 removable device connections over 5 days of activity in week 2011-W07.",Grounded,1.0,"All numbers cited in the sentence (11 logon events, 765 web requests, 6 removable device connections, and 5 days of activity) accurately match the context facts without any ungrounded claims or causal misattributions.",0.1,1.0,0.0,0.0
7a3d140ae166_s010,AAH0721's 17 visits to job-search sites constituted the sole anomalous metric for AAH0721 during week 2010-W35.,Grounded,1.0,The sentence accurately reflects the numerical fact of 17 visits to job-search sites and correctly identifies it as the sole anomalous metric (the only evidence fact).,0.1,1.0,0.0,0.0
374cc33982c6_s005,The count of 570 web requests by DCW2405 is above the personal recent typical baseline of 475 web requests and the typical peer volume of 475 web requests across 26 peers.,Not Grounded,0.0,"The sentence mentions a baseline of 475 web requests and a peer volume of 475 across 26 peers, none of which are present in the provided facts.",0.7,1.0,0.0,1.0
59076b0cee8c_s005,"All other web browsing for user AAG1447 remained consistent with expectations, including 87 distinct web domains visited, 0 cloud-storage site visits, and 0 leak-publication site visits.",Grounded,1.0,"All numbers cited in the sentence (87 distinct web domains visited, 0 cloud-storage site visits, and 0 leak-publication site visits) accurately match facts F004, F003, and F002 respectively, with no unsupported causal claims.",0.2,1.0,0.0,0.0
ffe70b69a1d0_s024,The 41 visits to job-search sites also exceeded user AAF0819's own recent typical rate of 19 visits.,Not Grounded,0.0,"The sentence introduces a typical rate of 19 visits for user AAF0819, which is not present or supported in the provided evidence or context facts.",0.9,1.0,0.0,1.0
948191e235d9_s018,The observed 8 visits to job-search sites by CNC1177 represent a modest variance from baseline browsing.,Grounded,1.0,"The sentence correctly states the 8 visits to job-search sites, which matches evidence fact F001 (value 8.0), and contains no unsupported causal claims.",0.3,1.0,0.0,1.0
7fada4352ec5_s006,User CKM0405 triggered detection rule R4 during week 2011-W16 by accumulating 60 visits to job-search sites.,Grounded,1.0,"The numeric claim of 60 visits to job-search sites matches evidence fact F001 perfectly, and no causal misattributions of context facts are made.",0.5,1.0,0.0,0.0
948191e235d9_s015,The presence of 8 visits to job-search sites by CNC1177 provides limited evidence of harmful intent.,Grounded,1.0,"The numeric claim of 8 visits to job-search sites perfectly matches the evidence fact F001, and there is no invalid causal language.",0.5,1.0,0.0,0.0
5cb47e14046a_s005,"Contextual metrics show AZA1012 made 0 visits to leak-publication sites, made 6 visits to cloud-storage sites, visited 93 distinct web domains, and operated on 1 workstation over 5 days during week 2011-W01.",Grounded,1.0,"All numerical values in the sentence accurately reflect the provided context facts, and no unsupported causal claims are made.",0.2,0.8571428571428571,0.0,0.0
190a7f531da9_s012,"User BJE0351 recorded 0 visits to leak-publication sites, 0 visits to cloud-storage sites, and operated from 1 distinct workstation across 5 days with recorded activity.",Grounded,1.0,"All numeric values in the sentence accurately reflect the provided facts, and no unsupported causal claims are made.",0.1,1.0,0.0,0.0
685d41cc4552_s014,"Given the lack of any complementary data exfiltration indicators, the 26 job-search site visits by BHM0430 represent relatively weak evidence of hostile intent.",Grounded,1.0,"The numeric value of 26 job-search site visits accurately reflects the evidence fact F001, and the sentence does not make any invalid causal assertions or ungrounded numeric claims.",0.6,0.6666666666666666,0.0,0.0
1add53f377e6_s014,User BHM0430 may have conducted these 14 job-search site visits while researching contracting personnel or industry talent availability for PurchasingAndContracts.,Grounded,1.0,"The sentence references 14 job-search site visits, which accurately matches fact F001. The rest of the sentence provides a plausible hypothesis without hallucinating ungrounded numeric facts or making invalid causal claims based on context facts.",0.1,1.0,0.0,0.0
2b8df43a48ec_s019,BNT0663 maintained standard overall activity by visiting 71 distinct web domains and logging 0 visits to leak-publication sites.,Grounded,1.0,"The sentence accurately reflects the numerical values given in the context facts: 71 distinct web domains visited (F004) and 0 visits to leak-publication sites (F002), without introducing any ungrounded causality or numbers.",0.2,0.75,1.0,0.0
63be2c38967d_s002,The 15 visits to job-search sites by user CRJ3070 represent an anomaly compared to user CRJ3070's typical baseline of 0 visits and the peer baseline of 1 visit across 93 peers.,Not Grounded,0.0,"The sentence contains claims about a typical baseline of 0 visits and a peer baseline of 1 visit across 93 peers, none of which are present in the provided facts.",1.0,1.0,0.0,1.0
14fae6e676e7_s017,The evidence regarding user CJC1433 is sparse and indicates only a moderate increase above baseline web activity.,Not Grounded,0.0,"The sentence introduces claims about user CJC1433 and an increase above baseline web activity, which are not grounded in the provided facts.",0.5,0.5,0.0,1.0
03bb43b5fce0_s009,"User DCB0401 visited 17 cloud-storage sites during week 2010-W24, which remains within the typical range of 28.50 visits for user DCB0401.",Not Grounded,0.0,The claim regarding the typical range of 28.50 visits for user DCB0401 introduces an ungrounded numerical value that is not present in the provided facts.,0.1,1.0,1.0,1.0
2ca020c4d4b3_s005,User CQC0997 triggered a detection rule during week 2010-W14 by conducting 17 visits to job-search sites when user CQC0997 typically conducts only 1 visit.,Not Grounded,0.0,"The sentence claims that the user typically conducts only 1 visit to job-search sites, which is an ungrounded/hallucinated baseline value not supported by the provided facts.",1.0,1.0,0.0,0.0
a5957fc70bf9_s002,"The most significant factor in triggering the rule was CDE1846 transmitting 57.08 MB of email attachments, which is clearly above CDE1846's recent typical baseline of 9.49 MB and the peer typical volume of 6.96 MB among 366 peers.",Not Grounded,0.0,"The sentence references several facts and numeric values not present in the provided evidence or context facts, including a recent typical baseline of 9.49 MB, peer typical volume of 6.96 MB, and a group size of 366 peers.",1.0,1.0,0.0,1.0
685d41cc4552_s010,"All other background metrics for BHM0430 remained normal, as BHM0430 recorded 0 visits to leak-publication sites, 77 distinct web domains visited, and 5 active days with logons between hour 7 and hour 8.",Grounded,1.0,"All facts and numbers mentioned in the sentence accurately reflect the provided evidence and context data, and no improper causal claims were made.",0.1,1.0,0.0,1.0
a62202f24090_s010,"ANC1950 logged 8 logon events and accessed 1 distinct workstation across 6 active days during week 2010-W46, aligning with normal historical patterns for ANC1950.",Grounded,1.0,"All numerical values in the sentence (8 logon events, 1 distinct workstation, and 6 active days) accurately match the provided facts, and no unsupported causal claims are made.",0.1,0.8333333333333334,0.0,1.0
52449b1d3932_s012,CIY1654 logged on 8 times across 4 days with earliest logon at hour 6 and latest logon at hour 11.,Grounded,1.0,"All numerical values mentioned in the sentence (8 logons, 4 days, earliest logon at hour 6, latest logon at hour 11) directly match the provided facts, and no unsupported causal claims are made.",0.1,0.8333333333333334,1.0,0.0
fa421da5f602_s011,"CSB1660 conducted 10 job-search visits alongside normal baseline metrics, including accessing 92 distinct web domains across 5 active days.",Grounded,1.0,"All numbers mentioned in the sentence perfectly match the provided evidence and context facts: 10 visits to job-search sites, 92 distinct web domains, and 5 active days. There are no invalid causal claims.",0.1,0.8,0.0,1.0
f9d310137450_s021,User ATR2560 logged consistent operational activity spanning 5 days with recorded activity and earliest and latest logons at hour 8.,Grounded,1.0,"The numbers and metrics (5 days with recorded activity, earliest logon at hour 8, latest logon at hour 8) completely match the provided facts without invalid causal claims.",0.1,0.75,1.0,0.0
b605685e9d67_s004,BLL3585 otherwise maintained normal network patterns by accessing 57 distinct web domains across 5 days of activity from 1 workstation.,Grounded,1.0,"All numbers cited in the sentence (57 distinct web domains, 5 days of activity, and 1 workstation) accurately match facts F004, F006, and F005 without unwarranted causal claims.",0.9,0.8,0.0,1.0
bff5118db9d7_s014,The alert for 4 logons outside working hours by ABK3081 appears to reflect routine overtime or schedule variation by ABK3081 rather than malicious activity.,Grounded,1.0,"The numeric claim of 4 logons outside working hours matches fact F001, and the sentence does not misattribute causality between facts.",0.5,0.75,0.0,0.0
c2b169f0c8c4_s005,DBV2736 generated an anomaly alert in week 2010-W27 by recording 13 visits to job-search sites against an established personal typical baseline of 0 visits.,Not Grounded,0.0,"The sentence introduces a numeric claim of an 'established personal typical baseline of 0 visits', which is not present in the provided facts.",1.0,1.0,0.0,1.0
17c83b29f3f0_s006,User DDC0980 maintained regular work routines across 2 distinct workstations and 5 days with recorded activity during week 2010-W28.,Grounded,1.0,The facts support that 2 distinct workstations were used (F005) and there were 5 days with recorded activity (F006). No unsupported causal assertions or conflicting numbers are present.,0.3,1.0,0.0,0.0
0c7a026df7ea_s011,User CTC0421 logged 0 visits to leak-publication sites on 1 distinct workstation while accumulating 14 visits to job-search sites in week 2010-W22.,Grounded,1.0,"All numbers cited in the sentence (0 visits to leak-publication sites, 1 distinct workstation, and 14 visits to job-search sites) precisely match the provided facts without unwarranted causal claims.",0.2,1.0,0.0,0.0
a6771a125091_s004,"User AFB3228 maintained normal activity in other areas during week 2011-W19, including recording 10 logon events across 6 active days on 1 workstation.",Grounded,1.0,"All numeric values in the sentence (10 logon events, 6 active days, 1 workstation) match the provided context facts exactly, and no unjustified causal claims are made.",0.2,1.0,0.0,1.0
c00f5367cb9e_s017,"User BLB1876 conducted 43 file operations and utilized 5 distinct workstations during week 2010-W37, both within user BLB1876's usual behavioral bounds.",Grounded,1.0,"The claims of 43 file operations and 5 distinct workstations match context facts F003 and F005 respectively, and no improper causal claims or hallucinated numbers are present.",0.1,1.0,1.0,1.0
a2fb2191be7b_s001,"During week 2010-W24, user AMJ2374 logged 18 visits to job-search sites, which triggered rule R4.",Grounded,1.0,"The numeric value of 18 visits to job-search sites accurately matches evidence fact F001, and no evidence anomalies are incorrectly attributed to context facts.",1.0,1.0,0.0,0.0
fe0173b4a7fd_s008,The 9 visits to job-search sites by user APP1054 represent an atypical but relatively minor deviation from the historical browsing patterns of user APP1054.,Grounded,1.0,"The numeric fact of 9 visits to job-search sites matches F001 perfectly, and there are no unsupported causal assertions made against context facts.",0.5,1.0,0.0,1.0
8d221b336761_s003,The 15 files copied to removable media by BLB1876 represent the most significant evidence because transferring files to external media poses a greater security risk than elevated web browsing.,Grounded,1.0,"The claim of 15 files copied to removable media accurately matches fact F001 (value 15.0), and the sentence does not misattribute causation between evidence anomalies and context facts.",1.0,1.0,0.0,0.0
8bf75eb8ddb7_s002,"CIY1654 exhibited 9 logon events and 765 web requests during week 2010-W07, both of which match CIY1654's own typical baselines.",Grounded,1.0,"The sentence accurately reflects the numerical values provided in the context facts, with 9 logon events matching F002 and 765 web requests matching F003, and contains no unsupported causal claims.",0.4,1.0,1.0,1.0
f2c3ceee1c41_s006,"While the volume of 40 files copied by user AKL1605 is higher than the usual volume of 25 files, the evidence of anomalous behavior by user AKL1605 remains fairly minor.",Not Grounded,0.0,"The number '25' (usual volume of 25 files) is not present in the provided evidence or context facts, making it a hallucinated numeric claim.",0.3,1.0,1.0,1.0
06acd7a1daa6_s008,"CSS1313 typically records 0 visits to job-search sites, and 103 peers in the same role typically record only 1 visit to job-search sites.",Not Grounded,0.0,The sentence contains hallucinated numbers and claims about typical behavior (0 visits) and peer comparisons (103 peers recording 1 visit) that are not present anywhere in the provided facts.,0.2,0.8,0.0,1.0
bb31bf254832_s012,DFC2060's increased web traffic likely reflects normal web software development or documentation retrieval during DFC2060's 7 days with recorded activity.,Grounded,1.0,"The numeric claim of 7 days with recorded activity accurately matches fact F006, and there are no unsupported causal claims or hallucinated facts.",0.1,0.6,0.0,1.0
75e990feb3ad_s007,"User ACG3819 conducted all authentication activity on 1 distinct workstation, with 3 logons at the weekend being normal against the typical baseline of 2 weekend logons for user ACG3819.",Not Grounded,0.0,The claim regarding a typical baseline of 2 weekend logons is not supported by any of the provided facts.,0.2,1.0,1.0,1.0
9e5e92128274_s015,"All other activities recorded by BHD2088 remained typical, including 6 days with recorded activity and 6 file operations.",Grounded,1.0,The numbers mentioned in the sentence (6 days with recorded activity and 6 file operations) match facts F006 and F003 accurately without introducing hallucinated values or invalid causal claims.,0.2,1.0,0.0,1.0
f14816a5688a_s002,User BAB0518 likely engaged in personal employment searching during week 2010-W33 across 5 active days.,Grounded,1.0,"The sentence references personal employment searching, which aligns with the 12 visits to job-search sites (F001), and accurately cites 5 active days based on the 5.0 days with recorded activity (F006).",0.1,1.0,0.0,0.0
62016765a206_s020,A security review may be warranted to confirm that the 49 files copied to removable media by ANC1950 adhere to organizational policy.,Grounded,1.0,"The sentence references 49 files copied to removable media, which accurately matches the evidence fact F001 with no unsupported causal claims.",0.2,1.0,0.0,0.0
ac00b093ad74_s003,"BAR3420 engaged in 0 visits to leak-publication sites and visited 77 distinct web domains, which matches BAR3420's typical baseline of 77.50 domains.",Not Grounded,0.0,"The sentence references a 'typical baseline of 77.50 domains', which is a numeric claim not present in the provided evidence or context facts.",0.2,1.0,1.0,1.0
f69cadc4cd6c_s004,"User BDW1459 logged in between hour 8 and hour 9 across 5 days of activity on 1 workstation, matching normal operational patterns.",Grounded,1.0,"All numbers and contextual details in the sentence (hour 8 to hour 9 logons, 5 days of activity, 1 workstation) accurately match the provided facts without invalid causal claims.",0.1,0.8333333333333334,1.0,1.0
f5b93272380c_s009,"All other activity for DAR0709 remained normal during week 2011-W14, including 13 logon events across 7 days, 1 workstation used, 0 file operations, and 0 removable device connections.",Grounded,1.0,"All numerical values mentioned in the sentence (13 logon events, 7 days, 1 workstation, 0 file operations, 0 removable device connections) precisely match the provided facts, and no unsupported causal links are made.",0.5,1.0,0.0,1.0
ca40a965538a_s001,"ABM3203 was flagged under rule R5 for generating 665 web requests during week 2010-W09, which is significantly higher than the typical 475 web requests recorded by 268 same-role peers.",Not Grounded,0.0,The sentence contains numeric values (475 web requests and 268 same-role peers) that are not present in or supported by the provided facts.,1.0,0.8333333333333334,0.0,1.0
73a6d2ecd54b_s004,AMS0630 conducted regular work activity across 5 days from 1 workstation with earliest and latest logon hours at 7.,Grounded,1.0,"All numbers in the sentence accurately match the provided facts: 5 days with recorded activity, 1 workstation, and earliest and latest logon hours at 7.",0.4,0.8,1.0,0.0
cb1153bda70e_s006,"Because DBC3871's 570 web requests only moderately exceed DBC3871's typical baseline of 475 web requests while other activities remained normal, the evidence for a security issue regarding DBC3871 appears thin.",Not Grounded,0.0,The sentence introduces an unsupported baseline metric of '475 web requests' which is not present in the provided facts.,0.2,1.0,0.0,1.0
4e413fa8923c_s015,"The evidence against CRJ3070 is thin because 8 visits to job-search sites constitutes an isolated, small spike without supporting signs of data exfiltration.",Grounded,1.0,"The numeric claim of 8 visits to job-search sites is perfectly supported by evidence fact F001, and no unsupported causal links or hallucinated numbers are present.",0.1,1.0,0.0,0.0
bfabba83e708_s020,This increase to 21 files copied to removable media by ABH0349 constitutes a mild deviation from normal baseline patterns.,Grounded,1.0,"The numeric value of 21 files copied to removable media perfectly matches fact F001, and no unsupported causal links are made.",0.6,1.0,0.0,1.0
e947322e1677_s008,AMM3906's increased total of 40 visits to job-search sites points to active job seeking by AMM3906.,Grounded,1.0,The sentence accurately reflects the numerical fact F001 stating that there were 40 visits to job-search sites without introducing unsupported causal claims or hallucinated values.,0.7,0.75,0.0,0.0
98c3e1125ca1_s012,Contextual data indicates that DAM0096 visited 0 leak-publication sites and accessed 95 distinct web domains during the week.,Grounded,1.0,The sentence accurately reflects the context facts: visits to leak-publication sites is 0 (F002) and distinct web domains visited is 95 (F004). No causal or unsupported claims are made.,0.4,1.0,0.0,0.0
a3eac18aaef6_s026,"CJC1433's logon times ranged between hour 8 and hour 13 across 6 days, pointing to an otherwise regular work week for CJC1433.",Grounded,1.0,"All facts in the sentence are accurately grounded in the provided facts: earliest logon hour (8), latest logon hour (13), and days with recorded activity (6). There are no causal fallacies.",0.1,0.8333333333333334,1.0,0.0
437dc4f119e2_s002,The 10 visits to job-search sites recorded by user DGE3194 exceed both user DGE3194's own typical baseline of 1 visit and the peer typical baseline of 1 visit across 270 peers in the same role.,Not Grounded,0.0,"The sentence contains numeric and factual claims not supported by the provided facts, including the baseline of 1 visit for user DGE3194, the peer typical baseline of 1 visit, and the count of 270 peers.",0.6,1.0,0.0,1.0
cde2b7041459_s008,"Other weekly metrics for DEF0998 stayed within expected ranges, including 51 visits to cloud-storage sites against DEF0998's baseline of 47.50 visits, earliest logons at hour 8, and latest logons at hour 13.",Not Grounded,0.0,"The sentence introduces a baseline metric of 47.50 visits to cloud-storage sites for DEF0998, which is not supported by the provided facts.",0.1,1.0,0.0,1.0
d523de45b8d9_s002,The primary evidence flagging user ARJ0912 is this elevated job-search web activity.,Grounded,1.0,The sentence correctly references the single evidence anomaly (visits to job-search sites) without introducing any ungrounded numeric claims or invalid causal linkages.,1.0,1.0,0.0,0.0
71fa5c465829_s010,"Outside of the 25 visits to job-search sites, user APS3553 demonstrated routine browsing by visiting 87 distinct web domains compared to a typical baseline of 79.50 domains.",Not Grounded,0.0,The baseline value of 79.50 domains is not provided or supported by any of the given facts.,0.1,0.8,1.0,1.0
a7a33406445c_s008,"Because CMM0764 logged on between hour 8 and hour 15 across 3 distinct workstations with minimal file activity, the elevated count of 665 web requests by CMM0764 likely reflects routine job-related web tasks.",Not Grounded,0.0,"The sentence improperly uses causal reasoning ('Because...') linking context facts (logon hours, workstation counts, minimal file activity) to explain the evidence fact (665 web requests).",0.1,0.8571428571428571,1.0,0.0
2da3bfe95058_s025,"Because user APM0190 logged only 8 job-search site visits and 0 leak-publication visits, the likelihood of security concern is low.",Not Grounded,0.0,The sentence introduces an ungrounded user identifier (APM0190) and makes an unsupported causal/evaluative judgment regarding the likelihood of security concern that is not present in the provided facts.,0.2,0.75,1.0,0.0
5fa4099166c4_s003,"Other online activities for CNK1711 remained standard, including CNK1711 making 0 visits to leak-publication sites and 20 visits to cloud-storage sites.",Grounded,1.0,"The sentence accurately reports 0 visits to leak-publication sites and 20 visits to cloud-storage sites based on the context facts, with no unsupported causal claims.",0.4,1.0,0.0,0.0
3f8b9614fad9_s006,"The overall operational profile for CFS1611 appeared typical, with CFS1611 recording 33 total emails sent, 8 logon events, and 0 removable device attachments.",Grounded,1.0,"All numerical claims in the sentence (33 emails sent, 8 logon events, 0 removable device attachments) are directly supported by context facts F005, F006, and F008, without any unsupported causal claims.",0.2,0.7142857142857143,1.0,1.0
b4ce2baa3e04_s008,"Across week 2010-W42, user AFB3228 logged on with an earliest hour of 0 and a latest hour of 22 while maintaining 0 weekend logons.",Grounded,1.0,"All facts stated in the sentence (earliest logon hour of 0, latest logon hour of 22, and 0 weekend logons) directly match the provided context facts F010, F011, and F004 without unsupported causal claims.",0.1,1.0,1.0,0.0
3a0053d76e75_s012,"User CRL3842 logged typical values across other metrics, including 1 workstation used and 5 days with recorded activity.",Grounded,1.0,The claims of 1 workstation used and 5 days with recorded activity directly correspond to context facts F005 and F006.,0.1,1.0,0.0,1.0
b1da6b08d1a7_s017,"In week 2010-W17, user APS1968 visited 0 leak-publication sites, visited 67 distinct web domains, and recorded earliest and latest logon hours at 8.",Grounded,1.0,"All facts stated in the sentence perfectly match the provided context facts, including 0 visits to leak-publication sites, 67 distinct web domains visited, and earliest and latest logon hours at 8.",0.1,1.0,0.0,0.0
8806f6d0ca39_s012,The volume of 700 web requests also surpassed DAR0709's own typical baseline of 600 web requests.,Not Grounded,0.0,"The sentence introduces a baseline value of 600 web requests, which is not present or supported by the provided facts.",1.0,1.0,0.0,1.0
8e834566847d_s002,This increase in web requests represents the sole flagged evidence for rule R5 and appears to be a minor operational fluctuation.,Grounded,1.0,"Web requests is the only evidence fact provided, and the sentence does not contain any conflicting or ungrounded numeric claims or invalid causal linkages.",1.0,1.0,0.0,0.0
57e2811903d8_s016,"All other recorded metrics for user CJH2330 remained within typical ranges, such as recording 0 removable device connections and accessing 1 distinct workstation.",Grounded,1.0,"The numbers mentioned in the sentence perfectly match the provided context facts (0 removable device connections matches F004, and 1 distinct workstation matches F005), with no improper causal claims.",0.7,1.0,0.0,1.0
