cluster_id,signal_id,user,period,malicious,rules,n_samples,n_variants,representative_text,evidence_facts,context_facts,suggested_label,suggested_rationale,suggestion_conflict,label,notes
1df2bcb7f157_s004,1df2bcb7f157,GNA0183,2010-W10,no,R4,8,8,"Gregory Neville Ayers, a Mechanical Engineer, has been flagged for review due to evidence of atypical browsing activity for his role.",F001 visits to job-search sites=19 [own~3 max28] [peer~2 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~1 max7] [peer~1 n268] ; F004 distinct web domains visited=45 [own~43 max50] [peer~60 n268] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=8,Misweighted,"Main clause uses causal language and cites context-only fact (F006), not an evidence fact. Rule 4 fired.",,grounded,
1df2bcb7f157_s003,1df2bcb7f157,GNA0183,2010-W10,no,R4,3,3,"This suggests that Gregory Neville Ayers may be exhibiting atypical behavior, potentially indicating a desire to leave their current role or position.",F001 visits to job-search sites=19 [own~3 max28] [peer~2 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~1 max7] [peer~1 n268] ; F004 distinct web domains visited=45 [own~43 max50] [peer~60 n268] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=8,Unverifiable,Sentence contains speculative/hedge language ('may be'); neither matches nor contradicts any fact; rule 5 fired.,,unverifiable,
1df2bcb7f157_s006,1df2bcb7f157,GNA0183,2010-W10,no,R4,3,2,This anomaly is the primary evidence that triggered the detection rule.,F001 visits to job-search sites=19 [own~3 max28] [peer~2 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~1 max7] [peer~1 n268] ; F004 distinct web domains visited=45 [own~43 max50] [peer~60 n268] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
1df2bcb7f157_s001,1df2bcb7f157,GNA0183,2010-W10,no,R4,2,2,GNA0183's browsing behavior this week is anomalous compared to their typical activity and that of their peers.,F001 visits to job-search sites=19 [own~3 max28] [peer~2 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~1 max7] [peer~1 n268] ; F004 distinct web domains visited=45 [own~43 max50] [peer~60 n268] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
1df2bcb7f157_s005,1df2bcb7f157,GNA0183,2010-W10,no,R4,1,1,"This suggests that he may be looking for job opportunities outside of his usual channels, which is not typical behavior for someone in his role.",F001 visits to job-search sites=19 [own~3 max28] [peer~2 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~1 max7] [peer~1 n268] ; F004 distinct web domains visited=45 [own~43 max50] [peer~60 n268] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=8,Unverifiable,Sentence contains speculative/hedge language ('may be'); neither matches nor contradicts any fact; rule 5 fired.,,unverifiable,
1df2bcb7f157_s007,1df2bcb7f157,GNA0183,2010-W10,no,R4,1,1,This anomaly is further supported by the fact that this week's activity is also above the typical range of 2 visits seen among same-role peers.,F001 visits to job-search sites=19 [own~3 max28] [peer~2 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~1 max7] [peer~1 n268] ; F004 distinct web domains visited=45 [own~43 max50] [peer~60 n268] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
1df2bcb7f157_s008,1df2bcb7f157,GNA0183,2010-W10,no,R4,1,1,There is no evidence to suggest that Ayers visited leak-publication sites or engaged in any other unusual behavior.,F001 visits to job-search sites=19 [own~3 max28] [peer~2 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~1 max7] [peer~1 n268] ; F004 distinct web domains visited=45 [own~43 max50] [peer~60 n268] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
1df2bcb7f157_s009,1df2bcb7f157,GNA0183,2010-W10,no,R4,1,1,This suggests that Gregory may be exploring job opportunities outside of their typical scope.,F001 visits to job-search sites=19 [own~3 max28] [peer~2 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~1 max7] [peer~1 n268] ; F004 distinct web domains visited=45 [own~43 max50] [peer~60 n268] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=8,Unverifiable,Sentence contains speculative/hedge language ('may be'); neither matches nor contradicts any fact; rule 5 fired.,,unverifiable,
1df2bcb7f157_s010,1df2bcb7f157,GNA0183,2010-W10,no,R4,1,1,"This unusual activity is the primary evidence for the triggered rules, indicating potential job search or publication site activity outside of his usual mechanical engineering research and engineering activities.",F001 visits to job-search sites=19 [own~3 max28] [peer~2 n268],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=0 [own~1 max7] [peer~1 n268] ; F004 distinct web domains visited=45 [own~43 max50] [peer~60 n268] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n268] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n268] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=8,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
38aa3d771816_s007,38aa3d771816,SZB0321,2010-W25,no,R4,7,7,"The evidence suggests that his browsing to job-search sites is significantly above his usual range, with 16 visits this week compared to his typical 1.50.",F001 visits to job-search sites=16 [own~1.50 max10] [peer~2 n80],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=14 [own~19.50 max72] [peer~3.50 n80] ; F004 distinct web domains visited=86 [own~85 max97] [peer~83.50 n80] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n80] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n80] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=7,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
38aa3d771816_s006,38aa3d771816,SZB0321,2010-W25,no,R4,6,6,"Stuart Zeph Barker, a manager in the Manufacturing_Government functional unit, has exhibited atypical behavior this week.",F001 visits to job-search sites=16 [own~1.50 max10] [peer~2 n80],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=14 [own~19.50 max72] [peer~3.50 n80] ; F004 distinct web domains visited=86 [own~85 max97] [peer~83.50 n80] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n80] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n80] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=7,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
38aa3d771816_s001,38aa3d771816,SZB0321,2010-W25,no,R4,3,3,"The UEBA system flagged SZB0321's week due to an unusual increase in browsing to job-search sites, with 16 visits, which is significantly above their typical range of 1.5.",F001 visits to job-search sites=16 [own~1.50 max10] [peer~2 n80],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=14 [own~19.50 max72] [peer~3.50 n80] ; F004 distinct web domains visited=86 [own~85 max97] [peer~83.50 n80] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n80] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n80] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=7,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
38aa3d771816_s002,38aa3d771816,SZB0321,2010-W25,no,R4,3,3,This is also above the peer range of 2 visits among 80 peers in the same role.,F001 visits to job-search sites=16 [own~1.50 max10] [peer~2 n80],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=14 [own~19.50 max72] [peer~3.50 n80] ; F004 distinct web domains visited=86 [own~85 max97] [peer~83.50 n80] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n80] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n80] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=7,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
38aa3d771816_s004,38aa3d771816,SZB0321,2010-W25,no,R4,3,3,"This week's activity for user SZB0321, a manager in the Manufacturing_Government functional unit, has triggered an anomaly detection rule.",F001 visits to job-search sites=16 [own~1.50 max10] [peer~2 n80],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=14 [own~19.50 max72] [peer~3.50 n80] ; F004 distinct web domains visited=86 [own~85 max97] [peer~83.50 n80] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n80] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n80] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=7,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
38aa3d771816_s008,38aa3d771816,SZB0321,2010-W25,no,R4,3,3,This anomaly is the primary reason for the triggered detection rules.,F001 visits to job-search sites=16 [own~1.50 max10] [peer~2 n80],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=14 [own~19.50 max72] [peer~3.50 n80] ; F004 distinct web domains visited=86 [own~85 max97] [peer~83.50 n80] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n80] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n80] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=7,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
38aa3d771816_s009,38aa3d771816,SZB0321,2010-W25,no,R4,3,3,This suggests that Stuart may be searching for job opportunities outside of their current role.,F001 visits to job-search sites=16 [own~1.50 max10] [peer~2 n80],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=14 [own~19.50 max72] [peer~3.50 n80] ; F004 distinct web domains visited=86 [own~85 max97] [peer~83.50 n80] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n80] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n80] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=7,Unverifiable,Sentence contains speculative/hedge language ('may be'); neither matches nor contradicts any fact; rule 5 fired.,,unverifiable,
38aa3d771816_s003,38aa3d771816,SZB0321,2010-W25,no,R4,2,2,"This suggests that SZB0321 may be actively searching for new job opportunities, which is atypical for their role as a manager in the Manufacturing_Government functional unit.",F001 visits to job-search sites=16 [own~1.50 max10] [peer~2 n80],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=14 [own~19.50 max72] [peer~3.50 n80] ; F004 distinct web domains visited=86 [own~85 max97] [peer~83.50 n80] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n80] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n80] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=7,Unverifiable,Sentence contains speculative/hedge language ('may be'); neither matches nor contradicts any fact; rule 5 fired.,,unverifiable,
38aa3d771816_s005,38aa3d771816,SZB0321,2010-W25,no,R4,1,1,This unusual behavior is likely the primary reason for the trigger.,F001 visits to job-search sites=16 [own~1.50 max10] [peer~2 n80],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=14 [own~19.50 max72] [peer~3.50 n80] ; F004 distinct web domains visited=86 [own~85 max97] [peer~83.50 n80] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n80] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n80] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=7,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
44162398d129_s005,44162398d129,RKL2682,2010-W11,no,R4,7,7,"This is evident from the 22 visits to job-search sites, which is far above the peer range of 1 visit among 85 peers in the same role.",F001 visits to job-search sites=22 [NEW: unseen in prior 12wk] [peer~1 n85],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=4 [own~3 max6] [peer~2 n85] ; F004 distinct web domains visited=106 [own~80 max95] [peer~72 n85] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n85] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n85] ; F007 hour of earliest logon in the week=6 ; F008 hour of latest logon in the week=7,Grounded,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,,grounded,
44162398d129_s004,44162398d129,RKL2682,2010-W11,no,R4,3,3,"RKL2682, a software developer, triggered rule R4 by browsing to job-search sites atypical for their role.",F001 visits to job-search sites=22 [NEW: unseen in prior 12wk] [peer~1 n85],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=4 [own~3 max6] [peer~2 n85] ; F004 distinct web domains visited=106 [own~80 max95] [peer~72 n85] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n85] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n85] ; F007 hour of earliest logon in the week=6 ; F008 hour of latest logon in the week=7,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
44162398d129_s008,44162398d129,RKL2682,2010-W11,no,R4,3,3,"This week, Rafael Keith Lowery's browsing behavior is anomalous due to an unusual increase in visits to job-search sites.",F001 visits to job-search sites=22 [NEW: unseen in prior 12wk] [peer~1 n85],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=4 [own~3 max6] [peer~2 n85] ; F004 distinct web domains visited=106 [own~80 max95] [peer~72 n85] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n85] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n85] ; F007 hour of earliest logon in the week=6 ; F008 hour of latest logon in the week=7,Grounded,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,,grounded,
44162398d129_s001,44162398d129,RKL2682,2010-W11,no,R4,2,2,"The UEBA system flagged RKL2682's week 2010-W11 due to atypical browsing behavior, specifically visiting job-search sites 22 times, which is far above the peer range and has not been observed in the prior 12 weeks.",F001 visits to job-search sites=22 [NEW: unseen in prior 12wk] [peer~1 n85],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=4 [own~3 max6] [peer~2 n85] ; F004 distinct web domains visited=106 [own~80 max95] [peer~72 n85] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n85] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n85] ; F007 hour of earliest logon in the week=6 ; F008 hour of latest logon in the week=7,False precision,12.0 ~= ratio F004/F008 (80/7=11.43); not literally in facts[]; rule 3 fired.,,grounded,
44162398d129_s003,44162398d129,RKL2682,2010-W11,no,R4,2,2,"With 22 visits, this is far above the typical range of 1 visit observed among peers in the same role, and a significant departure from the user's own prior 12-week activity.",F001 visits to job-search sites=22 [NEW: unseen in prior 12wk] [peer~1 n85],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=4 [own~3 max6] [peer~2 n85] ; F004 distinct web domains visited=106 [own~80 max95] [peer~72 n85] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n85] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n85] ; F007 hour of earliest logon in the week=6 ; F008 hour of latest logon in the week=7,False precision,12.0 ~= ratio F004/F008 (80/7=11.43); not literally in facts[]; rule 3 fired.,,grounded,
44162398d129_s009,44162398d129,RKL2682,2010-W11,no,R4,2,2,"This anomaly stands out, even considering the normal visits to other types of sites, such as cloud-storage sites and leak-publication sites, which are within his typical range.",F001 visits to job-search sites=22 [NEW: unseen in prior 12wk] [peer~1 n85],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=4 [own~3 max6] [peer~2 n85] ; F004 distinct web domains visited=106 [own~80 max95] [peer~72 n85] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n85] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n85] ; F007 hour of earliest logon in the week=6 ; F008 hour of latest logon in the week=7,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
44162398d129_s010,44162398d129,RKL2682,2010-W11,no,R4,2,2,"Rafael Keith Lowery, a software developer in the Web Software team, was flagged for a triggered rule due to atypical browsing behavior.",F001 visits to job-search sites=22 [NEW: unseen in prior 12wk] [peer~1 n85],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=4 [own~3 max6] [peer~2 n85] ; F004 distinct web domains visited=106 [own~80 max95] [peer~72 n85] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n85] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n85] ; F007 hour of earliest logon in the week=6 ; F008 hour of latest logon in the week=7,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
44162398d129_s002,44162398d129,RKL2682,2010-W11,no,R4,1,1,This is the primary evidence for the triggered rule.,F001 visits to job-search sites=22 [NEW: unseen in prior 12wk] [peer~1 n85],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=4 [own~3 max6] [peer~2 n85] ; F004 distinct web domains visited=106 [own~80 max95] [peer~72 n85] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n85] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n85] ; F007 hour of earliest logon in the week=6 ; F008 hour of latest logon in the week=7,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
44162398d129_s006,44162398d129,RKL2682,2010-W11,no,R4,1,1,"This anomaly stands out, as the user's behavior in this regard is not typical of their recent or usual activity.",F001 visits to job-search sites=22 [NEW: unseen in prior 12wk] [peer~1 n85],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=4 [own~3 max6] [peer~2 n85] ; F004 distinct web domains visited=106 [own~80 max95] [peer~72 n85] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n85] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n85] ; F007 hour of earliest logon in the week=6 ; F008 hour of latest logon in the week=7,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
44162398d129_s007,44162398d129,RKL2682,2010-W11,no,R4,1,1,This suggests that Rafael Keith Lowery may be looking for a new job or considering a career change.,F001 visits to job-search sites=22 [NEW: unseen in prior 12wk] [peer~1 n85],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=4 [own~3 max6] [peer~2 n85] ; F004 distinct web domains visited=106 [own~80 max95] [peer~72 n85] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n85] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n85] ; F007 hour of earliest logon in the week=6 ; F008 hour of latest logon in the week=7,Unverifiable,Sentence contains speculative/hedge language ('may be'); neither matches nor contradicts any fact; rule 5 fired.,,unverifiable,
44162398d129_s011,44162398d129,RKL2682,2010-W11,no,R4,1,1,"This anomaly is the primary reason for the flag, and it warrants further investigation to determine the nature of his interest in job-search sites.",F001 visits to job-search sites=22 [NEW: unseen in prior 12wk] [peer~1 n85],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=4 [own~3 max6] [peer~2 n85] ; F004 distinct web domains visited=106 [own~80 max95] [peer~72 n85] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n85] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n85] ; F007 hour of earliest logon in the week=6 ; F008 hour of latest logon in the week=7,Unverifiable,Sentence contains speculative/hedge language ('warrants further investigation'); neither matches nor contradicts any fact; rule 5 fired.,,unverifiable,
44162398d129_s012,44162398d129,RKL2682,2010-W11,no,R4,1,1,"This anomaly suggests that Rafael may be searching for job opportunities outside of their typical scope, which could be a sign of potential departure from the organization.",F001 visits to job-search sites=22 [NEW: unseen in prior 12wk] [peer~1 n85],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=4 [own~3 max6] [peer~2 n85] ; F004 distinct web domains visited=106 [own~80 max95] [peer~72 n85] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n85] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n85] ; F007 hour of earliest logon in the week=6 ; F008 hour of latest logon in the week=7,Unverifiable,Sentence contains speculative/hedge language ('may be'); neither matches nor contradicts any fact; rule 5 fired.,,unverifiable,
44162398d129_s013,44162398d129,RKL2682,2010-W11,no,R4,1,1,This anomaly is the primary evidence driving the flagged week.,F001 visits to job-search sites=22 [NEW: unseen in prior 12wk] [peer~1 n85],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=4 [own~3 max6] [peer~2 n85] ; F004 distinct web domains visited=106 [own~80 max95] [peer~72 n85] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n85] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n85] ; F007 hour of earliest logon in the week=6 ; F008 hour of latest logon in the week=7,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
44162398d129_s014,44162398d129,RKL2682,2010-W11,no,R4,1,1,"This is a significant departure from their usual behavior, as they didn't visit any job-search sites in the prior 12 weeks.",F001 visits to job-search sites=22 [NEW: unseen in prior 12wk] [peer~1 n85],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=4 [own~3 max6] [peer~2 n85] ; F004 distinct web domains visited=106 [own~80 max95] [peer~72 n85] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n85] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n85] ; F007 hour of earliest logon in the week=6 ; F008 hour of latest logon in the week=7,False precision,12.0 ~= ratio F004/F008 (80/7=11.43); not literally in facts[]; rule 3 fired.,,grounded,
44162398d129_s015,44162398d129,RKL2682,2010-W11,no,R4,1,1,"The user's overall activity and workstation usage are consistent with their typical behavior, and there is no indication of unusual cloud storage or domain exploration.",F001 visits to job-search sites=22 [NEW: unseen in prior 12wk] [peer~1 n85],F002 visits to leak-publication sites=0 [own~0 max0] ; F003 visits to cloud-storage sites=4 [own~3 max6] [peer~2 n85] ; F004 distinct web domains visited=106 [own~80 max95] [peer~72 n85] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n85] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n85] ; F007 hour of earliest logon in the week=6 ; F008 hour of latest logon in the week=7,Unverifiable,Sentence contains speculative/hedge language ('consistent with'); neither matches nor contradicts any fact; rule 5 fired.,,grounded,
46d1c032687e_s001,46d1c032687e,EJS1338,2010-W40,no,R2,10,15,"EJS1338's week of October 4-10 was flagged due to an elevated number of files copied to removable media, with 10 files copied, which is significantly above their typical range of 1.5 files per week.",F001 files copied to removable media=10 [own~1.50 max14],F002 removable device connections=3 [own~4.50 max8] ; F003 removable device connections outside working hours=0 [own~0 max0] ; F004 file operations=28 [own~16 max28] ; F005 distinct workstations used=1 [own~2 max4] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,Grounded,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,,grounded,
46d1c032687e_s005,46d1c032687e,EJS1338,2010-W40,no,R2,4,4,"The user's removable device connections and overall file operations remain within their typical ranges, suggesting that this increase in file copying to removable media is the primary anomaly.",F001 files copied to removable media=10 [own~1.50 max14],F002 removable device connections=3 [own~4.50 max8] ; F003 removable device connections outside working hours=0 [own~0 max0] ; F004 file operations=28 [own~16 max28] ; F005 distinct workstations used=1 [own~2 max4] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
46d1c032687e_s002,46d1c032687e,EJS1338,2010-W40,no,R2,2,2,"This suggests that EJS1338 may have been transferring a larger-than-usual amount of data, which warrants further investigation.",F001 files copied to removable media=10 [own~1.50 max14],F002 removable device connections=3 [own~4.50 max8] ; F003 removable device connections outside working hours=0 [own~0 max0] ; F004 file operations=28 [own~16 max28] ; F005 distinct workstations used=1 [own~2 max4] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,Unverifiable,Sentence contains speculative/hedge language ('warrants further investigation'); neither matches nor contradicts any fact; rule 5 fired.,,unverifiable,
46d1c032687e_s004,46d1c032687e,EJS1338,2010-W40,no,R2,2,2,This anomaly is the primary evidence for the triggered rule R2.,F001 files copied to removable media=10 [own~1.50 max14],F002 removable device connections=3 [own~4.50 max8] ; F003 removable device connections outside working hours=0 [own~0 max0] ; F004 file operations=28 [own~16 max28] ; F005 distinct workstations used=1 [own~2 max4] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
